seller_state,product_id,product_category_name,receita_vendas
SP,1d4de03a6141ce2a2ae5a97f51cabb37,cama_mesa_banho,2628.8
SP,87d780fa7d2cf3710aa02dc4ca8db985,cama_mesa_banho,2607.5
SP,5263b67de8e3edbade45ea923f6c4e79,esporte_lazer,2600.0
SP,de9305867467640bebc680708d43f27a,esporte_lazer,2599.98
SP,776ef0ee36e20757c513e64903f1fa8a,beleza_saude,2591.0
SP,56a2556592a309ac9f087be6ca82fbf0,beleza_saude,2589.6
SP,55b71bf300a2765a382eaec566df531f,esporte_lazer,2584.66
SP,1acb18fc869c5489d5f76abcd681165e,esporte_lazer,2565.0
PR,5dee2c14e1989141e15d341d4c62d72a,esporte_lazer,2523.4
PR,4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,2523.3
SP,90aa2ab699cd0e459be93124aa91c82f,cama_mesa_banho,2517.8
MG,921d31a1daa51460b7a95ea5f3ab64d5,beleza_saude,2511.0
SP,ac44def10e24998cdee20a208d691127,cama_mesa_banho,2473.2
SC,a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,2468.6
SP,e2372fa4eec7531e44bb43844876e25b,beleza_saude,2467.0
PR,7d50930301709838d8e90dcac5cfaa84,esporte_lazer,2455.9
SP,7724d1e2711ecb5f0b7678257e1a1cc6,cama_mesa_banho,2452.9
SP,7c2d0df8e5fbfa71d54a400b33a8502e,beleza_saude,2427.7
SP,9ddd762ee8a13576a809dc66f22aa2b5,cama_mesa_banho,2423.8
PR,ecbe1ef7e2903ff8b1d704ba78fa264d,esporte_lazer,2400.5
MG,f7bb503725fb4d7bb55301d5bceba728,esporte_lazer,2392.8
SP,f9be8e0e5acd947d8f49dbc390b9ab20,cama_mesa_banho,2388.0
PR,ad5e26211dacf07063fac8864fb68e4f,esporte_lazer,2380.0
PR,66fb55e3750680af350c489f504762e2,esporte_lazer,2361.93
RJ,9bb8ca338e5588c361e34eae02e8fad6,beleza_saude,2356.3
SP,054515fd15bc1a2029f10de97ffa9120,esporte_lazer,2341.0
SP,aa5d6a9bd4be367ae1a3a29c323c7c11,esporte_lazer,2340.0
SP,f3c5707e7c539ab6533e3611da02b648,cama_mesa_banho,2334.85
RJ,7b35ccd93a2184646c03b70326626923,esporte_lazer,2327.0
SP,db1e6fed56643b852af3132d255d9ddc,cama_mesa_banho,2324.1
SP,f889fb87b505b73de10c18b93352469f,beleza_saude,2316.72
SP,0efc91aa52d1f0669126d3000a94279b,cama_mesa_banho,2306.78
SC,f734cc43e615be8b85d014e3c5b52a3b,beleza_saude,2300.0
SP,1f30aacc69904c0d0bf8d05cb2abef72,cama_mesa_banho,2295.0
SP,8844bd4b8ca8f93603694ca2bceb77e9,beleza_saude,2294.73
SP,f63729cf4441fe64282cd1b82281792d,esporte_lazer,2269.3
SP,0fa81e7123fd0ebe03adbbe99d912827,cama_mesa_banho,2267.8
RJ,341d85d688ecc3353cf2a968e7ad0dbf,beleza_saude,2258.2
SP,4c3063dd985fb11ee11451d3bf7a99b0,beleza_saude,2250.0
PR,6af89b97a841482f79c52765bfe0d699,esporte_lazer,2249.2
PR,951aee2eea1136dd1f2cb63241c90ab7,beleza_saude,2249.0
SP,45b280868bcc8124d9309f459a42eeaf,esporte_lazer,2247.0
PR,a869ec6209c361ca46dad85a5530e119,esporte_lazer,2221.9
SP,a4fdd00347db855f614a18bf51606df5,esporte_lazer,2213.4
SP,5f42d57952b7815098979a5c4fa6f82a,beleza_saude,2206.4
MG,1d3ecbda18167c766a3381fd16108e4a,esporte_lazer,2205.18
SP,c777b9591e90c49e0745efb1051789ca,esporte_lazer,2200.2
SC,3625fbaf8284047185fb0351f2f84ae3,esporte_lazer,2177.19
SP,d65575084607f3d226fb972abc1eb3ce,esporte_lazer,2170.0
SP,5bfc7506459ae2a7b4b573fe557a58e1,cama_mesa_banho,2165.5
SP,bb42f37fc3d9130e4a4339d24a47dd7c,cama_mesa_banho,2155.2
SC,44231a850e5be11ed6374fab222ff49f,beleza_saude,2141.6
SP,0ec7b6a863e219792bc4d50d3a62a839,cama_mesa_banho,2128.6
SP,fb783e3e545937820b57fe539b2c5a6c,cama_mesa_banho,2127.9
RJ,330144665b875c2b4555f88d9f4ed7c1,beleza_saude,2118.9
SP,95ec3f7e237a87df9935a570ab6ef266,cama_mesa_banho,2112.36
SP,46e24ce614899e36617e37ea1e4aa6ff,beleza_saude,2100.0
SP,ddb9028236525b8ab493fc24f99e8d1a,cama_mesa_banho,2098.6
SP,0a4f9f421af66d2ea061fbb8883419f7,beleza_saude,2096.08
SP,046eee903d62294ffad4e38ae6aa730e,cama_mesa_banho,2093.0
SC,0c46bfb6210825d07804a6d4f81a5a92,beleza_saude,2087.6
RJ,b8a0d73b2a06e7910d9864dccdb0cda2,beleza_saude,2086.7
SP,eebbed5ed3b134eceb717496c47652ba,cama_mesa_banho,2039.79
SP,5956cad5849f642bfdf5d50303952beb,esporte_lazer,2035.59
SC,68bf2e76db1d8e846042e54da87399ca,cama_mesa_banho,2023.4
RJ,236c8998f9a6e6150cdfb75fed83c15d,esporte_lazer,2016.0
SP,d2b0f9cd5e31ed47dbf92b157c0cda96,esporte_lazer,2008.2
SP,2604055d4992311bc72b115b6d5adda9,esporte_lazer,2002.8
RS,59af9f8790e7a3f82851c321f0e825bf,cama_mesa_banho,1999.98
SC,be127a8a979cd5d591ea345f10bba28c,esporte_lazer,1999.92
SP,583f158587cdecda3e8bdea694021e39,esporte_lazer,1995.0
SP,d3c044bd42d84a79e3b0c42662806a48,esporte_lazer,1992.9
SP,82a61259a621866c4ba63743da29a342,esporte_lazer,1987.5
SP,4f0abfbee7569e43b80f9aaa256a9bf8,beleza_saude,1985.76
SP,aa70ae9ee9a798d44ae6e00ce6d82cb1,beleza_saude,1985.76
SP,46444262c3cb20869d7f96985fc0b08a,esporte_lazer,1984.5
SP,cfd414b4463647f58c7775eaae06893d,beleza_saude,1981.9
SP,a9b7d6445491f7108ce079d4f783dbf1,beleza_saude,1980.0
SP,c3eb7064c36408a9bfc77a42d6ab993c,beleza_saude,1980.0
SP,dc861f18267cce21f3b70f9f7990b8ce,beleza_saude,1980.0
RS,823fbf290afe6e92a33834f5ca39e0f9,esporte_lazer,1980.0
SP,9ad536de496ccba6e4a9ac7be933ad9d,beleza_saude,1979.96
SP,e178e8610a35f4d6c9b0934fb5e20e85,beleza_saude,1979.89
SP,655110abedc57d73d3b2150d8ba2092a,cama_mesa_banho,1979.1
SP,67fcc72a4cfd0ac826c0158ce5c98ae6,esporte_lazer,1977.0
SP,0a783d7ce18a37749c3a059cf829564b,beleza_saude,1976.0
SP,f699b297070aa38aaf3de9639302506a,esporte_lazer,1960.0
SP,1d2d3b19f5c3d093d4dbccd3cd963a8f,esporte_lazer,1954.9
SP,4cc8bfa581f41841ce5e24aba773a44a,cama_mesa_banho,1949.7
SP,ff7fccf8513f360157f0660fe51d1d88,esporte_lazer,1949.1
SP,0f8977d115c52d93a05dd4eb7052baff,cama_mesa_banho,1948.8
SP,e31ddc888efe970ebfbc8e7b460babec,esporte_lazer,1941.0
SP,3ff22524016b71a48fd1e5054632985c,cama_mesa_banho,1914.58
SP,4abee1df902ca6e48fbe864fce3859bc,cama_mesa_banho,1914.58
SP,1b7b45fba5ad23e8117914f8b36e6772,esporte_lazer,1908.9
SP,c72edc98e7d77f0c4c04ec80730c05f5,esporte_lazer,1904.0
PR,016711f78a6a87696645db0a6a834826,beleza_saude,1903.7
PR,719d571299707561c34ba04ab867b32a,beleza_saude,1902.95
SP,56d45b2c27871322801134f57d1b9dfb,cama_mesa_banho,1895.88
SP,cad2db5e318d7283a234c517b2f28a42,cama_mesa_banho,1876.2
SP,12087840651e83b48206b82c213b76fd,esporte_lazer,1871.0
PR,98fe8fcab3c57495e05a61bf5946f2a0,beleza_saude,1870.0
SP,a7906a8a69acf5b0cb256882e741896a,esporte_lazer,1858.0
PR,aaccb76bf4427c9196a531cb10a79458,beleza_saude,1850.0
SP,42a2bd596fda1baef5719cb74f73030c,cama_mesa_banho,1848.0
SP,a2105c8c0d5d99dbc5a2a9ad94321e5c,esporte_lazer,1842.0
RJ,f93213a23c50edc16c27b96333f734dc,esporte_lazer,1839.93
RS,0e621085968d9a9585ed3c2c204825e2,beleza_saude,1839.6
SP,077599a82ee54960bc4f4c941b0d1359,beleza_saude,1835.82
SP,8971b502ef885ceacff5dd02b873cdf6,beleza_saude,1835.74
SP,36c2fb4fa746273709c373f6d6ec6796,cama_mesa_banho,1834.6
SP,634256dbcd184b3757ffd7632c9fe52a,beleza_saude,1833.39
SP,369dfa384d5ad2a0cb97cb4cda846c47,esporte_lazer,1830.0
SC,44a34214a57dc373dcd80f54c919d006,esporte_lazer,1829.0
SP,98b22c1129886cbd7fcae69d1c93e442,cama_mesa_banho,1828.0
SP,189c49b159a847050e52afe5ec8d42c5,cama_mesa_banho,1820.0
SP,3758055ab2434bd36ac78e00b15b5cf6,beleza_saude,1819.92
SP,c8abdbe349a97073e7aebc795be55bd8,esporte_lazer,1818.7
SP,553e0e7590d3116a072507a3635d2877,cama_mesa_banho,1812.85
SP,e48f857c5498e6408410be1fda8e0fe4,esporte_lazer,1800.0
RJ,d05d4a7430d1293367ba2ffbedcdef05,esporte_lazer,1799.0
SP,1bbf3c5abc34eb8f1d884a7503b7764f,beleza_saude,1794.5
RJ,b9ac7314894a193a11fd3150f8c69307,beleza_saude,1784.95
RS,11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,1782.0
SP,835d8502d265ddeb4bdd39591d55fa2b,beleza_saude,1779.88
SP,076e4ce53c8914382e7ff3732511b17e,beleza_saude,1779.83
PR,58727e154e8e85d84052cd22b0136c84,esporte_lazer,1777.45
SP,a42d9c825894f96fc6ed02610891454d,esporte_lazer,1777.4
SP,4cb6e86e1328e77e20b5f90771683cbe,esporte_lazer,1768.0
PR,dafc867209fb20b8331f1edaebc95b58,esporte_lazer,1767.8
SP,c589625c8ccc7bfd2e8f1fb041e24c4a,beleza_saude,1765.12
SC,1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,1759.89
PR,55552e80f046fafe13e130e6a07745e2,esporte_lazer,1759.2
MG,14555ba663de8689feacf1d0819cc3b3,esporte_lazer,1758.21
RJ,c7b8e643fca22f6d8ec5f4b76b72e65f,beleza_saude,1750.0
SP,1e8c9a649b9c92a2acf771c3168e15b8,cama_mesa_banho,1749.0
PR,6a1a04054158fe995e1688d8f79605b2,esporte_lazer,1737.1
SP,33fac76e7f17367dedaef7954bbb33b4,beleza_saude,1733.0
GO,622bad99b4296aade0783ebecdd3fa15,esporte_lazer,1731.64
SP,b07085c1dd895cb3ba680dd4cdf0dc93,esporte_lazer,1728.99
SP,cf8316c961640d38321241895b7811c2,cama_mesa_banho,1728.6
SP,5da831182fe9ba6ab33ab17bbc5d16c7,esporte_lazer,1720.0
RJ,63f4d40c05db6ade462cecef857eec34,beleza_saude,1704.0
SP,dfe123265435bbc08b40fc418f66d9a3,esporte_lazer,1699.25
SP,06ad93d66e91d09df5ce746906d9658b,cama_mesa_banho,1699.2
PR,f3f12eabcd090650146791b249f48880,esporte_lazer,1698.99
SP,4293865e4ead3d446609086b4cfedb4f,cama_mesa_banho,1698.6
SP,af0a917aec9cea3b353ece61a8825326,cama_mesa_banho,1698.1
PR,4ece875799f8eacb00dc13e93d0a2fd0,esporte_lazer,1697.0
SP,a082e9e8862e9af2f5a67c2dd1594010,esporte_lazer,1690.8
SC,722dc14e0848efdb771dca6de2929c41,beleza_saude,1679.0
RJ,9e070ed5cbb78c56d84cd29220d36490,esporte_lazer,1673.98
SP,7ac5f520abfc0589418bc7c76cea7a7c,cama_mesa_banho,1671.6
SP,060965aa6dfa817b80abda0c9413cc77,cama_mesa_banho,1669.12
SP,b4fc7e84dcaf2fcf3edb234e30362929,esporte_lazer,1660.0
SP,71da6d6632902431cdca2b3a8e681b80,beleza_saude,1657.16
SP,ed5122a6a757a4fea8f32a6fb95a5135,cama_mesa_banho,1655.0
SP,47cd48073d67f91f09cb5ef9496c920b,cama_mesa_banho,1654.9
SP,43b54d1fc56ff394092a3dff6be2d39f,beleza_saude,1654.8
SP,44053ed0088d0655ed338810cd2d4d51,cama_mesa_banho,1654.5
SP,c9dbe2eec19a8093cb5ac57486531c18,cama_mesa_banho,1651.26
SP,665aa1d687284a4d2d2b74c0c6724625,cama_mesa_banho,1650.4
SP,f110a8fd4a8052d5717ce2adc2bb71d0,esporte_lazer,1644.0
GO,fd9f8eff0fa910129e366594485e00dd,esporte_lazer,1640.7
RJ,a1ebb47a48200e6566603de49b83f621,esporte_lazer,1639.94
SP,3321ad579f19476d0d668f726f8dffec,cama_mesa_banho,1639.3
SP,19d97e807df39d7af6311ba423eaecc3,cama_mesa_banho,1620.0
SP,f209a7348b00e6af70f314bbcd31ef31,esporte_lazer,1610.0
SP,6a057a401eab3b3cb8083d9e42972233,beleza_saude,1608.9
MG,f9259c9e7c0f12c70f7a81409680a5ff,esporte_lazer,1607.7
SP,943c812216923e4244e83099e0c62a08,beleza_saude,1604.41
SC,40b2a43c74c26b963dd1bd05384663a0,esporte_lazer,1599.99
SP,038e3a669bb495e56d9d609d874fb668,esporte_lazer,1599.0
MG,ef8856db4e302ad33dc4d91e40f7593c,esporte_lazer,1595.46
SP,72172e982e8b92155069e4201c92c0bb,esporte_lazer,1585.04
SP,c6e3c9a59b663e36a8b95b2dde81fa33,esporte_lazer,1579.5
SC,cb81df0e3ccece253557f2a07df4727e,esporte_lazer,1578.0
SP,575a896d07cd269eb0b2b8762e0be261,esporte_lazer,1574.6
SP,741158fada4f10d804c017c381d6925e,cama_mesa_banho,1567.47
SP,187e7d92b8168c3661824809d0c5dffb,beleza_saude,1562.7
SC,b4b817e5f2c4efc8253b4b679c653847,cama_mesa_banho,1560.13
SC,0eda6e310c91549299a2f97d0354f7fb,beleza_saude,1560.0
SP,a334304f952399f2161225628a9d2891,beleza_saude,1560.0
SP,913803e9e4b81c3fed4841cbbfdc59fd,esporte_lazer,1560.0
SP,d47b66f4d980a10ae5c5aa2222928741,beleza_saude,1559.78
MG,f045db2493d42bb131ef8e37c3aef061,cama_mesa_banho,1559.4
SP,ba92b5a0701d2f820ba6ca8f8c86294f,cama_mesa_banho,1559.4
SP,3ac29f1f25166dcc60b97e65d9a5885c,esporte_lazer,1553.5
SC,30d755143f7313a7c3d24f936273dc19,beleza_saude,1545.7
RJ,1e8d46e0cdc62c1ffa69cc04a6f2660f,beleza_saude,1545.65
SP,3a362c0e7f9a69276e2d95869a3e143b,beleza_saude,1544.48
RS,3a05a947f28cf46d789adedc107d7595,esporte_lazer,1538.9
PR,5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,1532.89
PR,84412fdf17ffe7f7b52913a82e73b5b2,esporte_lazer,1529.1
SP,0f4a3e29a1c122f94fe4c48c49d9cfa9,esporte_lazer,1521.0
SP,bd66403f5f11696c897a825d5235697f,esporte_lazer,1520.67
MG,a60613d36f37a7b27d3344f40f6a7945,beleza_saude,1520.0
SP,81b6c7c058add831803fcbba6dcc1df2,cama_mesa_banho,1518.6
SP,3bf95cf337a8c87435a2949c48350fc7,beleza_saude,1517.84
RJ,6c712952b8ef62f8d06a0314917400c8,beleza_saude,1514.3
RJ,57aae7271c7c24614b0d663c6df83f35,esporte_lazer,1512.0
